Package	LibPath	Version	Priority	Depends	Imports	LinkingTo	Suggests	Enhances	License	License_is_FOSS	License_restricts_use	OS_type	MD5sum	NeedsCompilation	Built
EnvStats	/hpc/users/prashf01/.Rlib	2.4.0		R (>= 3.1)	MASS, ggplot2, nortest		lattice, qcc, sp, boot, testthat		GPL (>= 3)					no	4.1.0
evaluate	/hpc/users/prashf01/.Rlib	0.14		R (>= 3.0.2)	methods		testthat, lattice, ggplot2		MIT + file LICENSE					no	4.1.0
fansi	/hpc/users/prashf01/.Rlib	0.5.0		R (>= 3.1.0)	grDevices, utils		unitizer, knitr, rmarkdown		GPL (>= 2)					yes	4.1.0
farver	/hpc/users/prashf01/.Rlib	2.1.0					testthat (>= 2.1.0), covr		MIT + file LICENSE					yes	4.1.0
fastmap	/hpc/users/prashf01/.Rlib	1.1.0					testthat (>= 2.1.1)		MIT + file LICENSE					yes	4.1.0
fdrci	/hpc/users/prashf01/.Rlib	2.2			ggplot2, stats				Artistic-2.0					no	4.1.0
foreach	/hpc/users/prashf01/.Rlib	1.5.1		R (>= 2.5.0)	codetools, utils, iterators		randomForest, doMC, doParallel, testthat, knitr, rmarkdown		Apache License (== 2.0)					no	4.1.0
foreign	/hpc/users/prashf01/.Rlib	0.8-81	recommended	R (>= 4.0.0)	methods, utils, stats				GPL (>= 2)					yes	4.1.0
fs	/hpc/users/prashf01/.Rlib	1.5.0		R (>= 3.1)	methods		"testthat, covr, pillar (>= 1.0.0), tibble (>= 1.1.0), crayon,
rmarkdown, knitr, withr, spelling, vctrs (>= 0.3.0)"		GPL-3					yes	4.1.0
generics	/hpc/users/prashf01/.Rlib	0.1.0		R (>= 3.1)	methods		covr, pkgload, testthat, tibble		MIT + file LICENSE					no	4.1.0
GenomeInfoDb	/hpc/users/prashf01/.Rlib	1.28.4		"R (>= 4.0.0), methods, BiocGenerics (>= 0.37.0), S4Vectors (>=
0.25.12), IRanges (>= 2.13.12)"	stats, stats4, utils, RCurl, GenomeInfoDbData		"GenomicRanges, Rsamtools, GenomicAlignments, GenomicFeatures,
TxDb.Dmelanogaster.UCSC.dm3.ensGene, BSgenome,
BSgenome.Scerevisiae.UCSC.sacCer2, BSgenome.Celegans.UCSC.ce2,
BSgenome.Hsapiens.NCBI.GRCh38, RUnit, BiocStyle, knitr"		Artistic-2.0					no	4.1.0
GenomeInfoDbData	/hpc/users/prashf01/.Rlib	1.2.6		R (>= 3.5.0)					Artistic-2.0					no	4.1.0
GenomicRanges	/hpc/users/prashf01/.Rlib	1.44.0		"R (>= 4.0.0), methods, stats4, BiocGenerics (>= 0.37.0),
S4Vectors (>= 0.27.12), IRanges (>= 2.23.9), GenomeInfoDb (>=
1.15.2)"	utils, stats, XVector (>= 0.29.2)	S4Vectors, IRanges	"Matrix, Biobase, AnnotationDbi, annotate, Biostrings (>=
2.25.3), SummarizedExperiment (>= 0.1.5), Rsamtools (>=
1.13.53), GenomicAlignments, rtracklayer, BSgenome,
GenomicFeatures, Gviz, VariantAnnotation, AnnotationHub,
DESeq2, DEXSeq, edgeR, KEGGgraph, RNAseqData.HNRNPC.bam.chr14,
pasillaBamSubset, KEGGREST, hgu95av2.db, hgu95av2probe,
BSgenome.Scerevisiae.UCSC.sacCer2, BSgenome.Hsapiens.UCSC.hg19,
BSgenome.Mmusculus.UCSC.mm10,
TxDb.Athaliana.BioMart.plantsmart22,
TxDb.Dmelanogaster.UCSC.dm3.ensGene,
TxDb.Hsapiens.UCSC.hg19.knownGene,
TxDb.Mmusculus.UCSC.mm10.knownGene, RUnit, digest, knitr,
rmarkdown, BiocStyle"		Artistic-2.0					yes	4.1.0
gert	/hpc/users/prashf01/.Rlib	1.4.1			"askpass, credentials (>= 1.2.1), openssl (>= 1.4.1),
rstudioapi (>= 0.11), sys, zip (>= 2.1.0)"		spelling, knitr, rmarkdown, testthat		MIT + file LICENSE					yes	4.1.0
ggplot2	/hpc/users/prashf01/.Rlib	3.3.5		R (>= 3.3)	"digest, glue, grDevices, grid, gtable (>= 0.1.1), isoband,
MASS, mgcv, rlang (>= 0.4.10), scales (>= 0.5.0), stats,
tibble, withr (>= 2.0.0)"		"covr, ragg, dplyr, ggplot2movies, hexbin, Hmisc, interp,
knitr, lattice, mapproj, maps, maptools, multcomp, munsell,
nlme, profvis, quantreg, RColorBrewer, rgeos, rmarkdown, rpart,
sf (>= 0.7-3), svglite (>= 1.2.0.9001), testthat (>= 2.1.0),
vdiffr (>= 1.0.0), xml2"	sp	MIT + file LICENSE					no	4.1.0
ggsignif	/hpc/users/prashf01/.Rlib	0.6.3			ggplot2 (>= 3.3.5)		knitr, rmarkdown, spelling, testthat, vdiffr (>= 1.0.2)		GPL-3 | file LICENSE					no	4.1.0
gh	/hpc/users/prashf01/.Rlib	1.3.0			cli (>= 2.0.1), gitcreds, httr (>= 1.2), ini, jsonlite		"covr, knitr, mockery, rmarkdown, rprojroot, spelling,
testthat (>= 2.3.2), withr"		MIT + file LICENSE					no	4.1.0
gitcreds	/hpc/users/prashf01/.Rlib	0.1.1					"codetools, testthat, knitr, mockery, oskeyring, rmarkdown,
withr"		MIT + file LICENSE					no	4.1.0
glmmTMB	/hpc/users/prashf01/.Rlib	1.1.2.3		R (>= 3.2.0)	"methods, TMB (>= 1.7.14), lme4 (>= 1.1-18.9000), Matrix, nlme,
numDeriv"	TMB, RcppEigen	"knitr, rmarkdown, testthat, MASS, lattice, ggplot2 (>=
2.2.1), mlmRev, bbmle (>= 1.0.19), pscl, coda, reshape2, car
(>= 3.0.6), emmeans (>= 1.4), estimability, DHARMa, multcomp,
MuMIn, effects (>= 4.0-1), dotwhisker, broom, broom.mixed,
plyr, png, boot, texreg, xtable, huxtable, mvabund"		AGPL-3					yes	4.1.0
glue	/hpc/users/prashf01/.Rlib	1.4.2		R (>= 3.2)	methods		"testthat, covr, magrittr, crayon, knitr, rmarkdown, DBI,
RSQLite, R.utils, forcats, microbenchmark, rprintf, stringr,
ggplot2, dplyr, withr, vctrs (>= 0.3.0)"		MIT + file LICENSE					yes	4.1.0
gplots	/hpc/users/prashf01/.Rlib	3.1.1		R (>= 3.0)	gtools, stats, caTools, KernSmooth		grid, MASS, knitr		GPL-2					no	4.1.0
gtable	/hpc/users/prashf01/.Rlib	0.3.0		R (>= 3.0)	grid		covr, testthat, knitr, rmarkdown, ggplot2, profvis		GPL-2					no	4.1.0
gtools	/hpc/users/prashf01/.Rlib	3.9.2		methods, stats, utils			car, gplots, knitr, rstudioapi, SGP, taxize		GPL-2					yes	4.1.0
highr	/hpc/users/prashf01/.Rlib	0.9		R (>= 3.2.3)	xfun (>= 0.18)		knitr, markdown, testit		GPL					no	4.1.0
hms	/hpc/users/prashf01/.Rlib	1.1.1			"ellipsis (>= 0.3.2), lifecycle, methods, pkgconfig, rlang,
vctrs (>= 0.3.8)"		crayon, lubridate, pillar (>= 1.1.0), testthat (>= 3.0.0)		MIT + file LICENSE					no	4.1.0
htmltools	/hpc/users/prashf01/.Rlib	0.5.2		R (>= 2.14.1)	"utils, digest, grDevices, base64enc, rlang (>= 0.4.10),
fastmap"		markdown, testthat, withr, Cairo, ragg, shiny	knitr	GPL (>= 2)					yes	4.1.0
httr	/hpc/users/prashf01/.Rlib	1.4.2		R (>= 3.2)	curl (>= 3.0.0), jsonlite, mime, openssl (>= 0.8), R6		"covr, httpuv, jpeg, knitr, png, readr, rmarkdown, testthat
(>= 0.8.0), xml2"		MIT + file LICENSE					no	4.1.0
ini	/hpc/users/prashf01/.Rlib	0.3.1					testthat		GPL-3					no	4.1.0
IRanges	/hpc/users/prashf01/.Rlib	2.26.0		"R (>= 4.0.0), methods, utils, stats, BiocGenerics (>= 0.37.0),
S4Vectors (>= 0.29.19)"	stats4	S4Vectors	"XVector, GenomicRanges, Rsamtools, GenomicAlignments,
GenomicFeatures, BSgenome.Celegans.UCSC.ce2, pasillaBamSubset,
RUnit, BiocStyle"		Artistic-2.0					yes	4.1.0
isoband	/hpc/users/prashf01/.Rlib	0.2.5			grid, utils		"covr, ggplot2, knitr, magick, microbenchmark, rmarkdown, sf,
testthat, xml2"		MIT + file LICENSE					yes	4.1.0
iterators	/hpc/users/prashf01/.Rlib	1.0.13		R (>= 2.5.0), utils			RUnit, foreach		Apache License (== 2.0)					no	4.1.0
jquerylib	/hpc/users/prashf01/.Rlib	0.1.4			htmltools		testthat		MIT + file LICENSE					no	4.1.0
jsonlite	/hpc/users/prashf01/.Rlib	1.7.2		methods			httr, curl, plyr, testthat, knitr, rmarkdown, R.rsp, sf		MIT + file LICENSE					yes	4.1.0
KernSmooth	/hpc/users/prashf01/.Rlib	2.23-20	recommended	R (>= 2.5.0), stats			MASS, carData		Unlimited					yes	4.1.0
knitr	/hpc/users/prashf01/.Rlib	1.36		R (>= 3.2.3)	"evaluate (>= 0.10), highr, methods, stringr (>= 0.6), yaml (>=
2.1.19), xfun (>= 0.21), tools"		"markdown, formatR, testit, digest, rgl (>= 0.95.1201),
codetools, rmarkdown, htmlwidgets (>= 0.7), webshot, tikzDevice
(>= 0.10), tinytex, reticulate (>= 1.4), JuliaCall (>= 0.11.1),
magick, png, jpeg, gifski, xml2 (>= 1.2.0), httr, DBI (>=
0.4-1), showtext, tibble, sass, bslib, ragg, styler (>= 1.2.0),
targets (>= 0.6.0)"		GPL					no	4.1.0
labeling	/hpc/users/prashf01/.Rlib	0.4.2			stats, graphics				MIT + file LICENSE | Unlimited					no	4.1.0
lattice	/hpc/users/prashf01/.Rlib	0.20-45	recommended	R (>= 3.0.0)	grid, grDevices, graphics, stats, utils		KernSmooth, MASS, latticeExtra	chron	GPL (>= 2)					yes	4.1.0
lifecycle	/hpc/users/prashf01/.Rlib	1.0.1		R (>= 3.3)	glue, rlang (>= 0.4.10)		"covr, crayon, lintr, tidyverse, knitr, rmarkdown, testthat
(>= 3.0.1), tools, tibble, vctrs"		MIT + file LICENSE					no	4.1.0
limma	/hpc/users/prashf01/.Rlib	3.48.3		R (>= 3.6.0)	grDevices, graphics, stats, utils, methods		"affy, AnnotationDbi, BiasedUrn, Biobase, ellipse, GO.db,
gplots, illuminaio, locfit, MASS, org.Hs.eg.db, splines,
statmod (>= 1.2.2), vsn"		GPL (>=2)					yes	4.1.0
lme4	/hpc/users/prashf01/.Rlib	1.1-27.1		R (>= 3.2.0), Matrix (>= 1.2-1), methods, stats	"graphics, grid, splines, utils, parallel, MASS, lattice, boot,
nlme (>= 3.1-123), minqa (>= 1.1.15), nloptr (>= 1.0.4)"	Rcpp (>= 0.10.5), RcppEigen	"knitr, rmarkdown, PKPDmodels, MEMSS, testthat (>= 0.8.1),
ggplot2, mlmRev, optimx (>= 2013.8.6), gamm4, pbkrtest, HSAUR3,
numDeriv, car, dfoptim, mgcv, statmod, rr2, semEff"		GPL (>= 2)					yes	4.1.0
magrittr	/hpc/users/prashf01/.Rlib	2.0.1					covr, knitr, rlang, rmarkdown, testthat		MIT + file LICENSE					yes	4.1.0
MASS	/hpc/users/prashf01/.Rlib	7.3-54	recommended	R (>= 3.3.0), grDevices, graphics, stats, utils	methods		lattice, nlme, nnet, survival		GPL-2 | GPL-3					yes	4.1.0
mathjaxr	/hpc/users/prashf01/.Rlib	1.4-0					js		GPL-3					yes	4.1.0
Matrix	/hpc/users/prashf01/.Rlib	1.3-4	recommended	R (>= 3.5.0)	methods, graphics, grid, stats, utils, lattice		expm, MASS	"MatrixModels, graph, SparseM, sfsmisc, igraph, maptools, sp,
spdep"	GPL (>= 2) | file LICENCE					yes	4.1.0
matrixcalc	/hpc/users/prashf01/.Rlib	1.0-5		R (>= 2.0.1)					GPL (>= 2)					no	4.1.0
MatrixGenerics	/hpc/users/prashf01/.Rlib	1.4.3		matrixStats (>= 0.60.1)	methods		"sparseMatrixStats, DelayedMatrixStats, SummarizedExperiment,
testthat (>= 2.1.0)"		Artistic-2.0					no	4.1.0
matrixStats	/hpc/users/prashf01/.Rlib	0.61.0		R (>= 2.12.0)			"base64enc, ggplot2, knitr, markdown, microbenchmark,
R.devices, R.rsp"		Artistic-2.0					yes	4.1.0
memoise	/hpc/users/prashf01/.Rlib	2.0.0			rlang (>= 0.4.10), cachem		"digest, aws.s3, covr, googleAuthR, googleCloudStorageR, httr,
testthat"		MIT + file LICENSE					no	4.1.0
meta	/hpc/users/prashf01/.Rlib	5.0-0		R (>= 4.0.0)	metafor (>= 3.0-0), grid, lme4, CompQuadForm, xml2		BiasedUrn		GPL (>= 2)					no	4.1.0
metafor	/hpc/users/prashf01/.Rlib	3.0-2		R (>= 3.5.0), methods, Matrix	stats, utils, graphics, grDevices, nlme, mathjaxr, pbapply		"lme4, numDeriv, minqa, nloptr, dfoptim, ucminf,
optimParallel, CompQuadForm, mvtnorm, BiasedUrn, Epi, survival,
GLMMadaptive, multcomp, gsl, sp, ape, boot, crayon, R.rsp,
testthat, rmarkdown"		GPL (>= 2)					no	4.1.0
mgcv	/hpc/users/prashf01/.Rlib	1.8-38	recommended	R (>= 3.6.0), nlme (>= 3.1-64)	methods, stats, graphics, Matrix, splines, utils		parallel, survival, MASS		GPL (>= 2)					yes	4.1.0
mime	/hpc/users/prashf01/.Rlib	0.12			tools				GPL					yes	4.1.0
minqa	/hpc/users/prashf01/.Rlib	1.2.4			Rcpp (>= 0.9.10)	Rcpp			GPL-2					yes	4.1.0
movAPA	/hpc/users/prashf01/.Rlib	0.1.0		"R (>= 3.5.0), dplyr, reshape2, IRanges, GenomicRanges,
RColorBrewer, data.table, ggplot2, Biostrings, BSgenome, ggbio,
rtracklayer, GenomicFeatures, DESeq2, DEXSeq"			knitr, rmarkdown		GPL					no	4.1.0
msigdbr	/hpc/users/prashf01/.Rlib	7.4.1		R (>= 3.3.0)	"babelgene, dplyr (>= 0.7.0), magrittr, rlang, tibble,
tidyselect"		knitr, rmarkdown, testthat		MIT + file LICENSE					no	4.1.0
munsell	/hpc/users/prashf01/.Rlib	0.5.0			colorspace, methods		ggplot2, testthat		MIT + file LICENSE					no	4.1.0
muscat	/hpc/users/prashf01/.Rlib	1.6.0		R (>= 4.1)	"BiocParallel, blme, ComplexHeatmap, data.table, DESeq2, dplyr,
edgeR, ggplot2, glmmTMB, grDevices, grid, limma, lmerTest,
lme4, Matrix, matrixStats, methods, progress, purrr, S4Vectors,
scales, scater, scuttle, sctransform, stats,
SingleCellExperiment, SummarizedExperiment, variancePartition,
viridis"		"BiocStyle, countsimQC, cowplot, ExperimentHub, iCOBRA, knitr,
phylogram, RColorBrewer, reshape2, rmarkdown, testthat, UpSetR"		GPL (>= 2)					no	4.1.0
mvtnorm	/hpc/users/prashf01/.Rlib	1.1-3		R(>= 3.5.0)	stats, methods				GPL-2					yes	4.1.0
network	/hpc/users/prashf01/.Rlib	1.17.1		R (>= 2.10), utils	tibble, magrittr, statnet.common (>= 4.5), stats		sna, testthat, covr		GPL (>= 2)					yes	4.1.0
nlme	/hpc/users/prashf01/.Rlib	3.1-153	recommended	R (>= 3.4.0)	graphics, stats, utils, lattice		Hmisc, MASS		GPL (>= 2) | file LICENCE					yes	4.1.0
nloptr	/hpc/users/prashf01/.Rlib	1.2.2.2					testthat (>= 0.8.1), knitr, rmarkdown, inline (>= 0.3.14)		LGPL-3					yes	4.1.0
nnet	/hpc/users/prashf01/.Rlib	7.3-16	recommended	R (>= 3.0.0), stats, utils			MASS		GPL-2 | GPL-3					yes	4.1.0
np	/hpc/users/prashf01/.Rlib	0.60-11			boot, cubature, methods, quadprog, quantreg, stats		MASS		GPL					yes	4.1.0
numDeriv	/hpc/users/prashf01/.Rlib	2016.8-1.1		R (>= 2.11.1)					GPL-2					no	4.1.0
openssl	/hpc/users/prashf01/.Rlib	1.4.5			askpass		"testthat (>= 2.1.0), digest, knitr, rmarkdown, jsonlite,
jose, sodium"		MIT + file LICENSE					yes	4.1.0
openxlsx	/hpc/users/prashf01/.Rlib	4.2.4		R (>= 3.3.0)	grDevices, methods, Rcpp, stats, utils, zip, stringi	Rcpp	knitr, testthat, roxygen2, rmarkdown		MIT + file LICENSE					yes	4.1.0
optimx	/hpc/users/prashf01/.Rlib	2021-10.12			numDeriv		"knitr, rmarkdown, setRNG, BB, ucminf, minqa, dfoptim,
lbfgsb3c, lbfgs, subplex"		GPL-2					no	4.1.0
pacman	/hpc/users/prashf01/.Rlib	0.5.1		R (>= 3.5.0)	remotes, methods, stats, utils		BiocManager, knitr, lattice, testthat (>= 0.9.0), XML		GPL-2					no	4.1.0
pander	/hpc/users/prashf01/.Rlib	0.6.4		R (>= 2.15.0)	"grDevices, graphics, methods, utils, stats, digest, tools,
Rcpp"	Rcpp	"grid, lattice, ggplot2 (>= 0.9.2), sylly, sylly.en, logger,
survival, microbenchmark, zoo, nlme, descr, MASS, knitr,
rmarkdown, tables, reshape, memisc, Epi, randomForest, tseries,
gtable, rms, forecast, data.table"		AGPL-3 | file LICENSE					yes	4.1.0
parallelly	/hpc/users/prashf01/.Rlib	1.28.1			parallel, tools, utils				LGPL (>= 2.1)					no	4.1.0
pbkrtest	/hpc/users/prashf01/.Rlib	0.5.1.9000		R (>= 3.5.0), lme4 (>= 1.1.10)	"broom, dplyr, magrittr, MASS, Matrix (>= 1.2.3), methods,
numDeriv, parallel"		knitr		GPL (>= 2)					no	4.1.0
pillar	/hpc/users/prashf01/.Rlib	1.6.4			"cli, crayon (>= 1.3.4), ellipsis (>= 0.3.2), fansi, lifecycle,
rlang (>= 0.3.0), utf8 (>= 1.1.0), utils, vctrs (>= 0.3.8)"		"bit64, debugme, DiagrammeR, dplyr, formattable, ggplot2,
knitr, lubridate, nycflights13, palmerpenguins, rmarkdown,
scales, stringi, survival, testthat (>= 3.0.2), tibble, units
(>= 0.7.2), withr"		MIT + file LICENSE					no	4.1.0
pkgbuild	/hpc/users/prashf01/.Rlib	1.2.0		R (>= 3.1)	"callr (>= 3.2.0), cli, crayon, desc, prettyunits, R6,
rprojroot, withr (>= 2.1.2)"		Rcpp, cpp11, testthat, covr		MIT + file LICENSE					no	4.1.0
pkgconfig	/hpc/users/prashf01/.Rlib	2.0.3			utils		covr, testthat, disposables (>= 1.0.3)		MIT + file LICENSE					no	4.1.0
pkgload	/hpc/users/prashf01/.Rlib	1.2.3			"cli, crayon, desc, methods, rlang, rprojroot, rstudioapi,
utils, withr"		bitops, covr, pkgbuild, Rcpp, testthat		GPL-3					no	4.1.0
plotly	/hpc/users/prashf01/.Rlib	4.10.0		R (>= 3.2.0), ggplot2 (>= 3.0.0)	"tools, scales, httr (>= 1.3.0), jsonlite (>= 1.6), magrittr,
digest, viridisLite, base64enc, htmltools (>= 0.3.6),
htmlwidgets (>= 1.5.2.9001), tidyr (>= 1.0.0), RColorBrewer,
dplyr, vctrs, tibble, lazyeval (>= 0.2.0), rlang (>= 0.4.10),
crosstalk, purrr, data.table, promises"		"MASS, maps, hexbin, ggthemes, GGally, testthat, knitr,
devtools, shiny (>= 1.1.0), shinytest (>= 1.3.0), curl,
rmarkdown, Cairo, broom, webshot, listviewer, dendextend,
maptools, rgeos, sf, png, IRdisplay, processx, plotlyGeoAssets,
forcats, palmerpenguins, rversions, reticulate"		MIT + file LICENSE					no	4.1.0
plyr	/hpc/users/prashf01/.Rlib	1.8.6		R (>= 3.1.0)	Rcpp (>= 0.11.0)	Rcpp	"abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat"		MIT + file LICENSE					yes	4.1.0
praise	/hpc/users/prashf01/.Rlib	1.0.0					testthat		MIT + file LICENSE					no	4.1.0
prettyunits	/hpc/users/prashf01/.Rlib	1.1.1					codetools, covr, testthat		MIT + file LICENSE					no	4.1.0
processx	/hpc/users/prashf01/.Rlib	3.5.2			ps (>= 1.2.0), R6, utils		"callr (>= 3.2.0), cli, codetools, covr, curl, debugme,
parallel, testthat, withr"		MIT + file LICENSE					yes	4.1.0
progress	/hpc/users/prashf01/.Rlib	1.2.2			hms, prettyunits, R6, crayon		Rcpp, testthat, withr		MIT + file LICENSE					no	4.1.0
proxy	/hpc/users/prashf01/.Rlib	0.4-26		R (>= 3.4.0)	stats, utils		cba		GPL-2					yes	4.1.0
ps	/hpc/users/prashf01/.Rlib	1.6.0		R (>= 3.1)	utils		"callr, covr, curl, pingr, processx (>= 3.1.0), R6, rlang,
testthat, tibble"		MIT + file LICENSE					yes	4.1.0
purrr	/hpc/users/prashf01/.Rlib	0.3.4		R (>= 3.2)	magrittr (>= 1.5), rlang (>= 0.3.1)		"covr, crayon, dplyr (>= 0.7.8), knitr, rmarkdown, testthat,
tibble, tidyselect"		GPL-3 | file LICENSE					yes	4.1.0
quantreg	/hpc/users/prashf01/.Rlib	5.86		R (>= 2.6), stats, SparseM	methods, graphics, Matrix, MatrixModels, conquer		"tripack, akima, MASS, survival, rgl, logspline, nor1mix,
Formula, zoo, R.rsp"		GPL (>= 2)					yes	4.1.0
R6	/hpc/users/prashf01/.Rlib	2.5.1		R (>= 3.0)			testthat, pryr		MIT + file LICENSE					no	4.1.0
rappdirs	/hpc/users/prashf01/.Rlib	0.3.3		R (>= 3.2)			roxygen2, testthat (>= 3.0.0), covr, withr		MIT + file LICENSE					yes	4.1.0
rbibutils	/hpc/users/prashf01/.Rlib	2.2.3		R (>= 2.10)	utils, tools		testthat		GPL-2					yes	4.1.0
rcmdcheck	/hpc/users/prashf01/.Rlib	1.4.0			"callr (>= 3.1.1.9000), cli (>= 3.0.0), curl, desc (>= 1.2.0),
digest, pkgbuild, prettyunits, R6, rprojroot, sessioninfo (>=
1.1.1), utils, withr, xopen"		"covr, knitr, mockery, processx, ps, rmarkdown, svglite,
testthat, webfakes"		MIT + file LICENSE					no	4.1.0
RColorBrewer	/hpc/users/prashf01/.Rlib	1.1-2		R (>= 2.0.0)					Apache License 2.0					no	4.1.0
Rcpp	/hpc/users/prashf01/.Rlib	1.0.7			methods, utils		tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)		GPL (>= 2)					yes	4.1.0
RcppEigen	/hpc/users/prashf01/.Rlib	0.3.3.9.1			Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils	Rcpp	inline, tinytest, pkgKitten, microbenchmark		GPL (>= 2) | file LICENSE					yes	4.1.0
RCurl	/hpc/users/prashf01/.Rlib	1.98-1.5		R (>= 3.4.0), methods	bitops		XML		BSD_3_clause + file LICENSE					yes	4.1.0
rematch2	/hpc/users/prashf01/.Rlib	2.1.2			tibble		covr, testthat		MIT + file LICENSE					no	4.1.0
remotes	/hpc/users/prashf01/.Rlib	2.4.1		R (>= 3.0.0)	methods, stats, tools, utils		"brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, webfakes, withr"		MIT + file LICENSE					no	4.1.0
renv	/hpc/users/prashf01/.Rlib	0.14.0			utils		"R6, BiocManager, cli, covr, devtools, knitr, miniUI, packrat,
remotes, reticulate, rmarkdown, rstudioapi, shiny, testthat,
uuid, yaml"		MIT + file LICENSE					no	4.1.0
reshape2	/hpc/users/prashf01/.Rlib	1.4.4		R (>= 3.1)	plyr (>= 1.8.1), Rcpp, stringr	Rcpp	covr, lattice, testthat (>= 0.8.0)		MIT + file LICENSE					yes	4.1.0
rlang	/hpc/users/prashf01/.Rlib	0.4.11.9001		R (>= 3.3.0)	utils		"cli (>= 2.5.0), covr, crayon, fs, glue, knitr, magrittr,
methods, pak, pillar, rmarkdown, stats, testthat (>= 3.0.0),
tibble, usethis, vctrs (>= 0.2.3), withr"	winch	MIT + file LICENSE					yes	4.1.0
rmarkdown	/hpc/users/prashf01/.Rlib	2.11		R (>= 3.0)	"tools, utils, knitr (>= 1.22), yaml (>= 2.1.19), htmltools (>=
0.3.5), evaluate (>= 0.13), jsonlite, tinytex (>= 0.31), xfun
(>= 0.21), jquerylib, methods, stringr (>= 1.2.0)"		"shiny (>= 1.6.0), tufte, testthat (>= 3.0.0), digest,
dygraphs, vctrs, tibble, fs, rsconnect, withr (>= 2.4.2), bslib
(>= 0.2.5.1), sass (>= 0.4.0)"		GPL-3					no	4.1.0
ROSE	/hpc/users/prashf01/.Rlib	0.0-4					MASS, nnet, rpart, tree		GPL-2					no	4.1.0
roxygen2	/hpc/users/prashf01/.Rlib	7.1.2		R (>= 3.3)	"brew, commonmark, desc (>= 1.2.0), digest, knitr, methods,
pkgload (>= 1.0.2), purrr (>= 0.3.3), R6 (>= 2.1.2), rlang,
stringi, stringr (>= 1.0.0), utils, xml2"	cpp11	"covr, devtools, rmarkdown, testthat (>= 2.1.0), R.methodsS3,
R.oo"		MIT + file LICENSE					yes	4.1.0
rprojroot	/hpc/users/prashf01/.Rlib	2.0.2		R (>= 3.0.0)			"covr, knitr, lifecycle, mockr, rmarkdown, testthat (>=
3.0.0), withr"		MIT + file LICENSE					no	4.1.0
rqdatatable	/hpc/users/prashf01/.Rlib	1.3.0		R (>= 3.4.0), wrapr (>= 2.0.2), rquery (>= 1.4.5)	data.table (>= 1.12.2)		knitr, rmarkdown, DBI, RSQLite, parallel, tinytest		GPL-2 | GPL-3					no	4.1.0
rquery	/hpc/users/prashf01/.Rlib	1.4.7		R (>= 3.4.0), wrapr (>= 2.0.7)	utils, stats, methods		"DBI, RSQLite, rqdatatable (>= 1.2.9), igraph, DiagrammeR,
knitr, rmarkdown, yaml, tinytest"		GPL-2 | GPL-3					no	4.1.0
rstudioapi	/hpc/users/prashf01/.Rlib	0.13					testthat, knitr, rmarkdown, clipr		MIT + file LICENSE					no	4.1.0
Rsubread	/hpc/users/prashf01/.Rlib	2.6.4			grDevices, stats, utils, Matrix				GPL (>=3)					yes	4.1.0
rversions	/hpc/users/prashf01/.Rlib	2.1.1			curl, utils, xml2 (>= 1.0.0)		mockery, testthat		MIT + file LICENSE					no	4.1.0
S4Vectors	/hpc/users/prashf01/.Rlib	0.30.2		"R (>= 4.0.0), methods, utils, stats, stats4, BiocGenerics (>=
0.37.0)"			"IRanges, GenomicRanges, SummarizedExperiment, Matrix,
DelayedArray, ShortRead, graph, data.table, RUnit, BiocStyle"		Artistic-2.0					yes	4.1.0
scales	/hpc/users/prashf01/.Rlib	1.1.1		R (>= 3.2)	"farver (>= 2.0.3), labeling, lifecycle, munsell (>= 0.5), R6,
RColorBrewer, viridisLite"		"bit64, covr, dichromat, ggplot2, hms (>= 0.5.0), testthat (>=
2.1.0)"		MIT + file LICENSE					no	4.1.0
scAPA	/hpc/users/prashf01/.Rlib	0.1.0			dplyr, ggplot2, purrr, EnvStats, mclust		knitr, rmarkdown		BSD 3 License					no	4.1.0
scAPAtrap	/hpc/users/prashf01/.Rlib	0.1.0		"R (>= 3.5.3), dplyr, reshape2, GenomicRanges,
GenomicAlignments, derfinder, bumphunter, regioneR, Rsamtools"	"dplyr, reshape2, GenomicRanges, GenomicAlignments, derfinder,
bumphunter, regioneR, Rsamtools"		knitr, rmarkdown		GPL					no	4.1.0
seqinr	/hpc/users/prashf01/.Rlib	4.2-8		R (>= 2.10.0)	ade4,segmented				GPL (>= 2)					yes	4.1.0
sessioninfo	/hpc/users/prashf01/.Rlib	1.1.1			cli, tools, utils, withr		callr, covr, mockery, testthat		GPL-2					no	4.1.0
